과목명,학교명,학년
공통국어2,남원예고등학교,1학년
공통수학1,남원예고등학교,1학년
공통수학2,남원예고등학교,1학년
공통영어1,남원예고등학교,1학년
공통영어2,남원예고등학교,1학년
스포츠 문화,남원예고등학교,1학년
스포츠 과학,남원예고등학교,1학년
한국사1,남원예고등학교,1학년
한국사2,남원예고등학교,1학년
통합사회1,남원예고등학교,1학년
통합사회2,남원예고등학교,1학년
삶과 종교,남원예고등학교,1학년
종교와 생활(고시외-광주),남원예고등학교,1학년
통합과학1,남원예고등학교,1학년
통합과학2,남원예고등학교,1학년
과학탐구실험1,남원예고등학교,1학년
과학탐구실험2,남원예고등학교,1학년
과목명,정읍제일고등학교,1학년
공통국어1,정읍제일고등학교,1학년
공통국어2,정읍제일고등학교,1학년
공통수학1,정읍제일고등학교,1학년
공통수학2,정읍제일고등학교,1학년
공통영어1,정읍제일고등학교,1학년
공통영어2,정읍제일고등학교,1학년
한국사1,정읍제일고등학교,1학년
한국사2,정읍제일고등학교,1학년
통합과학1,정읍제일고등학교,1학년
통합과학2,정읍제일고등학교,1학년
체육1,정읍제일고등학교,1학년
체육2,정읍제일고등학교,1학년
음악,정읍제일고등학교,1학년
음악 감상과 비평,정읍제일고등학교,1학년
공통국어2,지평선고등학교,1학년
공통수학1,지평선고등학교,1학년
공통수학2,지평선고등학교,1학년
공통영어1,지평선고등학교,1학년
공통영어2,지평선고등학교,1학년
한국사1,지평선고등학교,1학년
한국사2,지평선고등학교,1학년
통합사회1,지평선고등학교,1학년
통합사회2,지평선고등학교,1학년
통합과학1,지평선고등학교,1학년
통합과학2,지평선고등학교,1학년
스포츠 문화,지평선고등학교,1학년
스포츠 과학,지평선고등학교,1학년
마음공부1,지평선고등학교,1학년
진로와 직업,지평선고등학교,1학년
후마니타스: 인간의 가치 탐색,지평선고등학교,1학년
삶과 철학,지평선고등학교,1학년
낭독1,지평선고등학교,1학년
낭독2,지평선고등학교,1학년
통합 기행,지평선고등학교,1학년
생태농업,지평선고등학교,1학년
미술과 매체,지평선고등학교,1학년
음악과 미디어,지평선고등학교,1학년
공통국어1,칠보고등학교,1학년
공통국어2,칠보고등학교,1학년
공통수학1,칠보고등학교,1학년
공통수학2,칠보고등학교,1학년
공통영어1,칠보고등학교,1학년
공통영어2,칠보고등학교,1학년
통합사회1,칠보고등학교,1학년
통합사회2,칠보고등학교,1학년
통합과학1,칠보고등학교,1학년
통합과학2,칠보고등학교,1학년
체육1,칠보고등학교,1학년
체육2,칠보고등학교,1학년
공통국어1,한국경마축산고등학교,1학년
공통국어2,한국경마축산고등학교,1학년
공통수학1,한국경마축산고등학교,1학년
공통수학2,한국경마축산고등학교,1학년
영어1,한국경마축산고등학교,1학년
영어2,한국경마축산고등학교,1학년
한국사1,한국경마축산고등학교,1학년
한국사2,한국경마축산고등학교,1학년
체육1,한국경마축산고등학교,1학년
체육2,한국경마축산고등학교,1학년
음악,한국경마축산고등학교,1학년
음악 감상과 비평,한국경마축산고등학교,1학년
화법과 언어,글로벌학산고등학교,2학년
직무 의사소통,글로벌학산고등학교,2학년
대수,글로벌학산고등학교,2학년
직무 수학,글로벌학산고등학교,2학년
영어Ⅰ,글로벌학산고등학교,2학년
실생활 영어 회화,글로벌학산고등학교,2학년
운동과 건강,글로벌학산고등학교,2학년
스포츠 생활2,글로벌학산고등학교,2학년
미술 창작,글로벌학산고등학교,2학년
미술사,글로벌학산고등학교,2학년
음악,글로벌학산고등학교,2학년
음악 감상과 비평,글로벌학산고등학교,2학년
인공지능 기초,글로벌학산고등학교,2학년
중국어,글로벌학산고등학교,2학년
직무영어,김제농생명마이스터고등학교,2학년
실생활 영어 회화,김제농생명마이스터고등학교,2학년
통합사회1,김제농생명마이스터고등학교,2학년
통합사회2,김제농생명마이스터고등학교,2학년
스포츠 생활1,김제농생명마이스터고등학교,2학년
스포츠 생활2,김제농생명마이스터고등학교,2학년
음악,김제농생명마이스터고등학교,2학년
미술 창착,김제농생명마이스터고등학교,2학년
정보,김제농생명마이스터고등학교,2학년
일본어,김제농생명마이스터고등학교,2학년
공통영어1,남원용성고등학교,2학년
공통영어2,남원용성고등학교,2학년
한국사1,남원용성고등학교,2학년
한국사2,남원용성고등학교,2학년
물리학,남원용성고등학교,2학년
운동과 건강,남원용성고등학교,2학년
스포츠 문화,남원용성고등학교,2학년
음악 연주와 창작,남원용성고등학교,2학년
미술 창작,남원용성고등학교,2학년
기본수학1,덕암정보고등학교,2학년
기본수학2,덕암정보고등학교,2학년
실생활 영어 회화,덕암정보고등학교,2학년
미디어 영어,덕암정보고등학교,2학년
한국사1,덕암정보고등학교,2학년
한국사2,덕암정보고등학교,2학년
운동과 건강,덕암정보고등학교,2학년
스포츠 문화,덕암정보고등학교,2학년
기술·가정,덕암정보고등학교,2학년
정보 ,덕암정보고등학교,2학년
화법과 언어,남원예고등학교,2학년
문학,남원예고등학교,2학년
대수,남원예고등학교,2학년
미적분Ⅰ,남원예고등학교,2학년
영어Ⅰ,남원예고등학교,2학년
영어Ⅱ,남원예고등학교,2학년
체육1,남원예고등학교,2학년
체육2,남원예고등학교,2학년
한문,남원예고등학교,2학년
언어생활과 한자,남원예고등학교,2학년
사회와 문화,남원예고등학교,2학년
사회문제 탐구,남원예고등학교,2학년
과목명,정읍제일고등학교,2학년
직무 의사소통,정읍제일고등학교,2학년
직무 수학,정읍제일고등학교,2학년
통합사회1,정읍제일고등학교,2학년
통합사회2,정읍제일고등학교,2학년
생명과학,정읍제일고등학교,2학년
생물의 유전,정읍제일고등학교,2학년
운동과 건강,정읍제일고등학교,2학년
스포츠 생활1,정읍제일고등학교,2학년
미술,정읍제일고등학교,2학년
미술 감상과 비평,정읍제일고등학교,2학년
정보,정읍제일고등학교,2학년
정보처리와 관리,정읍제일고등학교,2학년
직무 의사소통,칠보고등학교,2학년
직무 영어,칠보고등학교,2학년
한국사1,칠보고등학교,2학년
한국사2,칠보고등학교,2학년
운동과 건강,칠보고등학교,2학년
스포츠 문화,칠보고등학교,2학년
음악,칠보고등학교,2학년
미술,칠보고등학교,2학년
스포츠 개론,칠보고등학교,2학년
기초 체육 전공 실기,칠보고등학교,2학년
성공적인 직업 생활,칠보고등학교,2학년
정보,칠보고등학교,2학년
직무의사소통,한국경마축산고등학교,2학년
인공지능수학,한국경마축산고등학교,2학년
실생활영어회화,한국경마축산고등학교,2학년
직무영어,한국경마축산고등학교,2학년
통합사회1,한국경마축산고등학교,2학년
통합사회2,한국경마축산고등학교,2학년
통합과학1,한국경마축산고등학교,2학년
통합과학2,한국경마축산고등학교,2학년
운동과 건강,한국경마축산고등학교,2학년
스포츠 생활1,한국경마축산고등학교,2학년
진로와 직업,한국경마축산고등학교,2학년
논리와 사고,한국경마축산고등학교,2학년
일본어,한국경마축산고등학교,2학년
일본어 회화,한국경마축산고등학교,2학년
직무 영어,글로벌학산고등학교,3학년
스포츠 과학,글로벌학산고등학교,3학년
스포츠 문화,글로벌학산고등학교,3학년
컴퓨터그래픽,글로벌학산고등학교,3학년
일러스트레이션,글로벌학산고등학교,3학년
성공적인 직업 생활,남원용성고등학교,3학년
디지털과 직업 생활,남원용성고등학교,3학년
성공적인 직업 생활,덕암정보고등학교,3학년
디지털과 직업 생활,덕암정보고등학교,3학년
독서와 작문,남원예고등학교,3학년
독서 토론과 글쓰기,남원예고등학교,3학년
영어 독해와 작문,남원예고등학교,3학년
실생활 영어 회화,남원예고등학교,3학년
스포츠 생활1,남원예고등학교,3학년
스포츠 생활2,남원예고등학교,3학년
정보,남원예고등학교,3학년
인공지능 기초,남원예고등학교,3학년
생명과학,남원예고등학교,3학년
기후변화와 환경생태,남원예고등학교,3학년
과목명,정읍제일고등학교,3학년
실생활 영어 회화,정읍제일고등학교,3학년
진로와 직업,정읍제일고등학교,3학년
인간과 심리,정읍제일고등학교,3학년
미디어 영어,칠보고등학교,3학년
스포츠 과학,칠보고등학교,3학년
스포츠 문화,한국경마축산고등학교,3학년
스포츠 생활2,한국경마축산고등학교,3학년
