과목,과목유형,1학년,2학년,3학년,학교명
기술·가정,일반 선택,1,0,0,남원고
정보,일반 선택,1,0,0,남원고
기술·가정,일반 선택,1,0,0,남원고
정보,일반 선택,1,0,0,남원고
음악 연주와 창작,진로 선택,0,0,1,남원고
미술 창작,진로 선택,0,0,1,남원고
음악 연주와 창작,진로 선택,0,0,1,남원고
미술 창작,진로 선택,0,0,1,남원고
생활과학 탐구,진로 선택,0,1,0,남원고
중국어,일반 선택,0,1,0,남원고
일본어,일반 선택,0,1,0,남원고
한문,일반 선택,0,1,0,남원고
로봇과 공학세계,진로 선택,0,1,0,남원고
한문 고전 읽기,진로 선택,0,1,0,남원고
심화 중국어,진로 선택,0,1,0,남원고
심화 일본어,진로 선택,0,1,0,남원고
중국어 회화,진로 선택,0,0,1,남원고
일본어 회화,진로 선택,0,0,1,남원고
언어생활과 한자,융합 선택,0,0,1,남원고
언어생활과 한자,융합 선택,0,0,1,남원고
중국 문화,융합 선택,0,0,1,남원고
일본 문화,융합 선택,0,0,1,남원고
논술,융합 선택,0,0,1,남원고
문학,일반 선택,0,1,0,남원고
대수,일반 선택,0,1,0,남원고
영어Ⅰ,일반 선택,0,1,0,남원고
세계시민과 지리,일반 선택,0,1,0,남원고
사회와 문화,일반 선택,0,1,0,남원고
현대사회와 윤리,일반 선택,0,1,0,남원고
동아시아 역사 기행,진로 선택,0,1,0,남원고
물리학,일반 선택,0,1,0,남원고
화학,일반 선택,0,1,0,남원고
생명과학,일반 선택,0,1,0,남원고
지구과학,일반 선택,0,1,0,남원고
화법과 언어,일반 선택,0,1,0,남원고
주제 탐구 독서,진로 선택,0,1,0,남원고
미적분Ⅰ,일반 선택,0,1,0,남원고
기하,진로 선택,0,1,0,남원고
영어Ⅱ,일반 선택,0,1,0,남원고
한국지리 탐구,진로 선택,0,1,0,남원고
정치,진로 선택,0,1,0,남원고
법과 사회,진로 선택,0,1,0,남원고
윤리와 사상,진로 선택,0,1,0,남원고
역사로 탐구하는 현대 세계,융합 선택,0,1,0,남원고
전자기와 양자,진로 선택,0,1,0,남원고
물질과 에너지,진로 선택,0,1,0,남원고
세포와 물질대사,진로 선택,0,1,0,남원고
지구시스템과학,진로 선택,0,1,0,남원고
독서와 작문,일반 선택,0,0,1,남원고
확률과 통계,일반 선택,0,0,1,남원고
미적분Ⅱ,진로 선택,0,0,1,남원고
영어 독해와 작문,일반 선택,0,0,1,남원고
심화 영어,진로 선택,0,0,1,남원고
세계사,일반 선택,0,0,1,남원고
도시의 미래 탐구,진로 선택,0,0,1,남원고
경제,진로 선택,0,0,1,남원고
인문학과 윤리,진로 선택,0,0,1,남원고
역학과 에너지,진로 선택,0,0,1,남원고
화학 반응의 세계,진로 선택,0,0,1,남원고
생물의 유전,진로 선택,0,0,1,남원고
행성우주과학,진로 선택,0,0,1,남원고
언어생활 탐구,융합 선택,0,0,1,남원고
경제 수학,진로 선택,0,0,1,남원고
인공지능 수학,진로 선택,0,0,1,남원고
영미 문학 읽기,진로 선택,0,0,1,남원고
여행지리,융합 선택,0,0,1,남원고
사회문제 탐구,융합 선택,0,0,1,남원고
금융과 경제생활,융합 선택,0,0,1,남원고
윤리문제 탐구,융합 선택,0,0,1,남원고
융합과학 탐구,융합 선택,0,0,1,남원고
공통국어1,공통 과목,1,0,0,남원서진여고
공통국어2,공통 과목,1,0,0,남원서진여고
독서와 작문,일반 선택,0,1,0,남원서진여고
문학,일반 선택,0,1,0,남원서진여고
공통수학1,공통 과목,1,0,0,남원서진여고
공통수학2,공통 과목,1,0,0,남원서진여고
대수,일반 선택,0,1,0,남원서진여고
미적분Ⅰ,일반 선택,0,1,0,남원서진여고
공통영어1,공통 과목,1,0,0,남원서진여고
공통영어2,공통 과목,1,0,0,남원서진여고
영어Ⅰ,일반 선택,0,1,0,남원서진여고
영어Ⅱ,일반 선택,0,1,0,남원서진여고
체육1,일반 선택,1,0,0,남원서진여고
체육2,일반 선택,1,0,0,남원서진여고
스포츠 문화,진로 선택,0,1,0,남원서진여고
스포츠 과학,진로 선택,0,1,0,남원서진여고
스포츠 생활1,융합 선택,0,0,1,남원서진여고
스포츠 생활2,융합 선택,0,0,1,남원서진여고
음악,일반 선택,0,1,0,남원서진여고
미술,일반 선택,1,0,0,남원서진여고
음악 감상과 비평,진로 선택,0,1,0,남원서진여고
미술 창작,진로 선택,1,0,0,남원서진여고
정보,일반 선택,0,1,0,남원서진여고
인공지능 기초,진로 선택,0,1,0,남원서진여고
한국사1,공통 과목,1,0,0,남원서진여고
한국사2,공통 과목,1,0,0,남원서진여고
통합사회1,공통 과목,1,0,0,남원서진여고
통합사회2,공통 과목,1,0,0,남원서진여고
통합과학1,공통 과목,1,0,0,남원서진여고
통합과학2,공통 과목,1,0,0,남원서진여고
과학탐구실험1,공통 과목,1,0,0,남원서진여고
과학탐구실험2,공통 과목,1,0,0,남원서진여고
세계시민과 지리,일반 선택,0,1,0,남원서진여고
세계사,일반 선택,0,1,0,남원서진여고
사회와 문화,일반 선택,0,1,0,남원서진여고
현대사회와 윤리,일반 선택,0,1,0,남원서진여고
경제,진로 선택,0,1,0,남원서진여고
윤리와 사상,진로 선택,0,1,0,남원서진여고
물리학,일반 선택,0,1,0,남원서진여고
화학,일반 선택,0,1,0,남원서진여고
생명과학,일반 선택,0,1,0,남원서진여고
지구과학,일반 선택,0,1,0,남원서진여고
세계시민과 지리,일반 선택,0,1,0,남원서진여고
세계사,일반 선택,0,1,0,남원서진여고
사회와 문화,일반 선택,0,1,0,남원서진여고
현대사회와 윤리,일반 선택,0,1,0,남원서진여고
경제,진로 선택,0,1,0,남원서진여고
윤리와 사상,진로 선택,0,1,0,남원서진여고
물리학,일반 선택,0,1,0,남원서진여고
역학과 에너지,진로 선택,0,1,0,남원서진여고
물질과 에너지,진로 선택,0,1,0,남원서진여고
세포와 물질대사,진로 선택,0,1,0,남원서진여고
지구시스템과학,진로 선택,0,1,0,남원서진여고
중국어,일반 선택,0,0,1,남원서진여고
일본어,일반 선택,0,0,1,남원서진여고
화법과 언어,일반 선택,0,0,1,남원서진여고
주제 탐구 독서,진로 선택,0,0,1,남원서진여고
문학과 영상,진로 선택,0,0,1,남원서진여고
독서 토론과 글쓰기,융합 선택,0,0,1,남원서진여고
확률과 통계,일반 선택,0,0,1,남원서진여고
기하,진로 선택,0,0,1,남원서진여고
미적분Ⅱ,진로 선택,0,0,1,남원서진여고
인공지능 수학,진로 선택,0,0,1,남원서진여고
수학과 문화,융합 선택,0,0,1,남원서진여고
실용 통계,융합 선택,0,0,1,남원서진여고
수학과제 탐구,융합 선택,0,0,1,남원서진여고
영어 독해와 작문,일반 선택,0,0,1,남원서진여고
영어 발표와 토론,진로 선택,0,0,1,남원서진여고
심화 영어,진로 선택,0,0,1,남원서진여고
미디어 영어,융합 선택,0,0,1,남원서진여고
세계 문화와 영어,융합 선택,0,0,1,남원서진여고
한국지리 탐구,진로 선택,0,0,1,남원서진여고
인문학과 윤리,진로 선택,0,0,1,남원서진여고
사회문제 탐구,융합 선택,0,0,1,남원서진여고
전자기와 양자,진로 선택,0,0,1,남원서진여고
화학 반응의 세계,진로 선택,0,0,1,남원서진여고
생물의 유전,진로 선택,0,0,1,남원서진여고
행성우주과학,진로 선택,0,0,1,남원서진여고
주제 탐구 독서,진로 선택,0,0,1,남원서진여고
문학과 영상,진로 선택,0,0,1,남원서진여고
독서 토론과 글쓰기,융합 선택,0,0,1,남원서진여고
기하,진로 선택,0,0,1,남원서진여고
미적분Ⅱ,진로 선택,0,0,1,남원서진여고
인공지능 수학,진로 선택,0,0,1,남원서진여고
수학과 문화,융합 선택,0,0,1,남원서진여고
실용 통계,융합 선택,0,0,1,남원서진여고
수학과제 탐구,융합 선택,0,0,1,남원서진여고
영어 독해와 작문,일반 선택,0,0,1,남원서진여고
영어 발표와 토론,진로 선택,0,0,1,남원서진여고
심화 영어,진로 선택,0,0,1,남원서진여고
미디어 영어,융합 선택,0,0,1,남원서진여고
세계 문화와 영어,융합 선택,0,0,1,남원서진여고
정치,진로 선택,0,0,1,남원서진여고
여행지리,융합 선택,0,0,1,남원서진여고
역사로 탐구하는 현대 세계,융합 선택,0,0,1,남원서진여고
윤리문제 탐구,융합 선택,0,0,1,남원서진여고
과학의 역사와 문화,융합 선택,0,0,1,남원서진여고
기후변화와 환경생태,융합 선택,0,0,1,남원서진여고
진로와 직업,일반 선택,0,0,1,남원서진여고
인간과 심리,진로 선택,0,0,1,남원서진여고
교육의 이해,진로 선택,0,0,1,남원서진여고
보건,진로 선택,0,0,1,남원서진여고
논술,융합 선택,0,0,1,남원서진여고
진로와 직업,일반 선택,0,0,1,남원서진여고
인간과 심리,진로 선택,0,0,1,남원서진여고
교육의 이해,진로 선택,0,0,1,남원서진여고
보건,진로 선택,0,0,1,남원서진여고
논술,융합 선택,0,0,1,남원서진여고
음악과 미디어,융합 선택,0,0,1,남원서진여고
미술과 매체,융합 선택,0,0,1,남원서진여고
중국어 회화,진로 선택,0,0,1,남원서진여고
일본어 회화,진로 선택,0,0,1,남원서진여고
공통국어1,공통 과목,1,0,0,남원여고
공통국어2,공통 과목,1,0,0,남원여고
화법과 언어,일반 선택,0,1,0,남원여고
문학,일반 선택,0,1,0,남원여고
공통수학1,공통 과목,1,0,0,남원여고
공통수학2,공통 과목,1,0,0,남원여고
대수,일반 선택,0,1,0,남원여고
미적분Ⅰ,일반 선택,0,1,0,남원여고
공통영어1,공통 과목,1,0,0,남원여고
공통영어2,공통 과목,1,0,0,남원여고
영어Ⅰ,일반 선택,0,1,0,남원여고
영어Ⅱ,일반 선택,0,1,0,남원여고
체육1,일반 선택,0,1,0,남원여고
체육2,일반 선택,0,1,0,남원여고
스포츠 문화,진로 선택,1,0,0,남원여고
스포츠 과학,진로 선택,1,0,0,남원여고
한국사1,공통 과목,1,0,0,남원여고
한국사2,공통 과목,1,0,0,남원여고
통합사회1,공통 과목,1,0,0,남원여고
통합사회2,공통 과목,1,0,0,남원여고
통합과학1,공통 과목,1,0,0,남원여고
통합과학2,공통 과목,1,0,0,남원여고
과학탐구실험1,공통 과목,1,0,0,남원여고
과학탐구실험2,공통 과목,1,0,0,남원여고
음악,일반 선택,1,0,0,남원여고
미술,일반 선택,1,0,0,남원여고
생애 설계와 자립,융합 선택,1,0,0,남원여고
진로와 직업,일반 선택,1,0,0,남원여고
음악,일반 선택,1,0,0,남원여고
미술,일반 선택,1,0,0,남원여고
생애 설계와 자립,융합 선택,1,0,0,남원여고
진로와 직업,일반 선택,1,0,0,남원여고
세계시민과 지리,일반 선택,0,1,0,남원여고
세계사,일반 선택,0,1,0,남원여고
사회와 문화,일반 선택,0,1,0,남원여고
현대사회와 윤리,일반 선택,0,1,0,남원여고
정치,진로 선택,0,1,0,남원여고
물리학,일반 선택,0,1,0,남원여고
화학,일반 선택,0,1,0,남원여고
생명과학,일반 선택,0,1,0,남원여고
지구과학,일반 선택,0,1,0,남원여고
한국지리 탐구,진로 선택,0,1,0,남원여고
동아시아 역사 기행,진로 선택,0,1,0,남원여고
법과 사회,진로 선택,0,1,0,남원여고
경제,진로 선택,0,1,0,남원여고
윤리와 사상,진로 선택,0,1,0,남원여고
역학과 에너지,진로 선택,0,1,0,남원여고
물질과 에너지,진로 선택,0,1,0,남원여고
세포와 물질대사,진로 선택,0,1,0,남원여고
지구시스템과학,진로 선택,0,1,0,남원여고
과학의 역사와 문화,융합 선택,0,1,0,남원여고
음악 연주와 창작,진로 선택,0,1,0,남원여고
미술 창작,진로 선택,0,1,0,남원여고
기술·가정,일반 선택,0,1,0,남원여고
정보,일반 선택,0,1,0,남원여고
중국어,일반 선택,0,1,0,남원여고
일본어,일반 선택,0,1,0,남원여고
음악 연주와 창작,진로 선택,0,1,0,남원여고
미술 창작,진로 선택,0,1,0,남원여고
기술·가정,일반 선택,0,1,0,남원여고
정보,일반 선택,0,1,0,남원여고
중국어,일반 선택,0,1,0,남원여고
일본어,일반 선택,0,1,0,남원여고
독서와 작문,일반 선택,0,0,1,남원여고
기하,진로 선택,0,0,1,남원여고
미적분Ⅱ,진로 선택,0,0,1,남원여고
경제 수학,진로 선택,0,0,1,남원여고
영미 문학 읽기,진로 선택,0,0,1,남원여고
영어 발표와 토론,진로 선택,0,0,1,남원여고
심화 영어,진로 선택,0,0,1,남원여고
심화 영어 독해와 작문,진로 선택,0,0,1,남원여고
스포츠 생활1,융합 선택,0,0,1,남원여고
문학과 영상,진로 선택,0,0,1,남원여고
수학과 문화,융합 선택,0,0,1,남원여고
실용 통계,융합 선택,0,0,1,남원여고
수학과제 탐구,융합 선택,0,0,1,남원여고
실생활 영어 회화,융합 선택,0,0,1,남원여고
미디어 영어,융합 선택,0,0,1,남원여고
세계 문화와 영어,융합 선택,0,0,1,남원여고
스포츠 생활2,융합 선택,0,0,1,남원여고
확률과 통계,일반 선택,0,0,1,남원여고
도시의 미래 탐구,진로 선택,0,0,1,남원여고
역사로 탐구하는 현대 세계,융합 선택,0,0,1,남원여고
사회문제 탐구,융합 선택,0,0,1,남원여고
윤리문제 탐구,융합 선택,0,0,1,남원여고
전자기와 양자,진로 선택,0,0,1,남원여고
화학 반응의 세계,진로 선택,0,0,1,남원여고
생물의 유전,진로 선택,0,0,1,남원여고
행성우주과학,진로 선택,0,0,1,남원여고
인문학과 윤리,진로 선택,0,0,1,남원여고
여행지리,융합 선택,0,0,1,남원여고
금융과 경제생활,융합 선택,0,0,1,남원여고
기후변화와 지속가능한 세계,융합 선택,0,0,1,남원여고
과학의 역사와 문화,융합 선택,0,0,1,남원여고
기후변화와 환경생태,융합 선택,0,0,1,남원여고
융합과학 탐구,융합 선택,0,0,1,남원여고
창의 공학 설계,융합 선택,0,0,1,남원여고
인공지능 기초,진로 선택,0,0,1,남원여고
중국어 회화,진로 선택,0,0,1,남원여고
일본어 회화,진로 선택,0,0,1,남원여고
창의 공학 설계,융합 선택,0,0,1,남원여고
인공지능 기초,진로 선택,0,0,1,남원여고
중국어 회화,진로 선택,0,0,1,남원여고
일본어 회화,진로 선택,0,0,1,남원여고
공통국어1,공통 과목,1,0,0,덕암고
공통국어2,공통 과목,1,0,0,덕암고
공통수학1,공통 과목,1,0,0,덕암고
공통수학2,공통 과목,1,0,0,덕암고
공통영어1,공통 과목,1,0,0,덕암고
공통영어2,공통 과목,1,0,0,덕암고
체육1,일반 선택,1,0,0,덕암고
체육2,일반 선택,1,0,0,덕암고
스포츠 문화,진로 선택,0,1,0,덕암고
스포츠 과학,진로 선택,0,1,0,덕암고
스포츠 생활1,융합 선택,0,0,1,덕암고
스포츠 생활2,융합 선택,0,0,1,덕암고
음악,일반 선택,1,0,0,덕암고
미술,일반 선택,1,0,0,덕암고
미술 감상과 비평,진로 선택,0,0,1,덕암고
기술·가정,일반 선택,1,0,0,덕암고
정보,일반 선택,1,0,0,덕암고
한국사1,공통 과목,1,0,0,덕암고
한국사2,공통 과목,1,0,0,덕암고
통합사회1,공통 과목,1,0,0,덕암고
통합사회2,공통 과목,1,0,0,덕암고
진로와 직업,일반 선택,0,0,1,덕암고
생태와 환경,일반 선택,0,0,1,덕암고
보건,진로 선택,0,0,1,덕암고
논술,융합 선택,0,0,1,덕암고
통합과학1,공통 과목,1,0,0,덕암고
통합과학2,공통 과목,1,0,0,덕암고
과학탐구실험1,공통 과목,1,0,0,덕암고
과학탐구실험2,공통 과목,1,0,0,덕암고
영화 감상과 비평,진로 선택,0,0,1,덕암고
중국어,일반 선택,0,1,0,덕암고
일본어,일반 선택,0,1,0,덕암고
독서와 작문,일반 선택,0,1,0,덕암고
대수,일반 선택,0,1,0,덕암고
기하,진로 선택,0,1,0,덕암고
수학과제 탐구,융합 선택,0,1,0,덕암고
영어Ⅰ,일반 선택,0,1,0,덕암고
세계시민과 지리,일반 선택,0,1,0,덕암고
세계사,일반 선택,0,1,0,덕암고
사회와 문화,일반 선택,0,1,0,덕암고
현대사회와 윤리,일반 선택,0,1,0,덕암고
물리학,일반 선택,0,1,0,덕암고
화학,일반 선택,0,1,0,덕암고
생명과학,일반 선택,0,1,0,덕암고
지구과학,일반 선택,0,1,0,덕암고
주제 탐구 독서,진로 선택,0,1,0,덕암고
영어 발표와 토론,진로 선택,0,1,0,덕암고
문학,일반 선택,0,1,0,덕암고
미적분Ⅰ,일반 선택,0,1,0,덕암고
확률과 통계,일반 선택,0,1,0,덕암고
영어Ⅱ,일반 선택,0,1,0,덕암고
한국지리 탐구,진로 선택,0,1,0,덕암고
동아시아 역사 기행,진로 선택,0,1,0,덕암고
정치,진로 선택,0,1,0,덕암고
법과 사회,진로 선택,0,1,0,덕암고
윤리와 사상,진로 선택,0,1,0,덕암고
물리학,일반 선택,0,1,0,덕암고
화학,일반 선택,0,1,0,덕암고
생명과학,일반 선택,0,1,0,덕암고
지구과학,일반 선택,0,1,0,덕암고
화법과 언어,일반 선택,0,0,1,덕암고
미적분Ⅱ,진로 선택,0,0,1,덕암고
경제 수학,진로 선택,0,0,1,덕암고
영어 독해와 작문,일반 선택,0,0,1,덕암고
음악 연주와 창작,진로 선택,0,0,1,덕암고
미술 창작,진로 선택,0,0,1,덕암고
도시의 미래 탐구,진로 선택,0,0,1,덕암고
인문학과 윤리,진로 선택,0,0,1,덕암고
국제 관계의 이해,진로 선택,0,0,1,덕암고
여행지리,융합 선택,0,0,1,덕암고
역사로 탐구하는 현대 세계,융합 선택,0,0,1,덕암고
역학과 에너지,진로 선택,0,0,1,덕암고
물질과 에너지,진로 선택,0,0,1,덕암고
세포와 물질대사,진로 선택,0,0,1,덕암고
지구시스템과학,진로 선택,0,0,1,덕암고
문학과 영상,진로 선택,0,0,1,덕암고
수학과 문화,융합 선택,0,0,1,덕암고
세계 문화와 영어,융합 선택,0,0,1,덕암고
사회문제 탐구,융합 선택,0,0,1,덕암고
금융과 경제생활,융합 선택,0,0,1,덕암고
윤리문제 탐구,융합 선택,0,0,1,덕암고
기후변화와 지속가능한 세계,융합 선택,0,0,1,덕암고
전자기와 양자,진로 선택,0,0,1,덕암고
화학 반응의 세계,진로 선택,0,0,1,덕암고
생물의 유전,진로 선택,0,0,1,덕암고
행성우주과학,진로 선택,0,0,1,덕암고
과학의 역사와 문화,융합 선택,0,0,1,덕암고
기후변화와 환경생태,융합 선택,0,0,1,덕암고
융합과학 탐구,융합 선택,0,0,1,덕암고
전문 수학,진로 선택,0,0,1,덕암고
공통국어1,공통 과목,1,0,0,동국사대부금산고
공통국어2,공통 과목,1,0,0,동국사대부금산고
공통수학1,공통 과목,1,0,0,동국사대부금산고
공통수학2,공통 과목,1,0,0,동국사대부금산고
공통영어1,공통 과목,1,0,0,동국사대부금산고
공통영어2,공통 과목,1,0,0,동국사대부금산고
체육1,일반 선택,1,0,0,동국사대부금산고
체육2,일반 선택,1,0,0,동국사대부금산고
운동과 건강,진로 선택,0,1,0,동국사대부금산고
스포츠 문화,진로 선택,0,0,1,동국사대부금산고
스포츠 과학,진로 선택,0,0,1,동국사대부금산고
스포츠 생활1,융합 선택,0,1,0,동국사대부금산고
음악,일반 선택,1,0,0,동국사대부금산고
미술,일반 선택,1,0,0,동국사대부금산고
음악 감상과 비평,진로 선택,0,1,0,동국사대부금산고
미술 감상과 비평,진로 선택,0,1,0,동국사대부금산고
한국사1,공통 과목,1,0,0,동국사대부금산고
한국사2,공통 과목,1,0,0,동국사대부금산고
통합사회1,공통 과목,1,0,0,동국사대부금산고
통합사회2,공통 과목,1,0,0,동국사대부금산고
통합과학1,공통 과목,1,0,0,동국사대부금산고
통합과학2,공통 과목,1,0,0,동국사대부금산고
과학탐구실험1,공통 과목,1,0,0,동국사대부금산고
과학탐구실험2,공통 과목,1,0,0,동국사대부금산고
문학,일반 선택,0,1,0,동국사대부금산고
문학과 영상,진로 선택,0,1,0,동국사대부금산고
미적분Ⅰ,일반 선택,0,1,0,동국사대부금산고
경제 수학,진로 선택,0,1,0,동국사대부금산고
영어Ⅰ,일반 선택,0,1,0,동국사대부금산고
영어 독해와 작문,일반 선택,0,1,0,동국사대부금산고
기하,진로 선택,0,1,0,동국사대부금산고
실생활 영어 회화,융합 선택,0,1,0,동국사대부금산고
세계시민과 지리,일반 선택,0,1,0,동국사대부금산고
세계사,일반 선택,0,1,0,동국사대부금산고
사회와 문화,일반 선택,0,1,0,동국사대부금산고
경제,진로 선택,0,1,0,동국사대부금산고
인문학과 윤리,진로 선택,0,1,0,동국사대부금산고
물리학,일반 선택,0,1,0,동국사대부금산고
화학,일반 선택,0,1,0,동국사대부금산고
생명과학,일반 선택,0,1,0,동국사대부금산고
지구과학,일반 선택,0,1,0,동국사대부금산고
화법과 언어,일반 선택,0,1,0,동국사대부금산고
독서 토론과 글쓰기,융합 선택,0,1,0,동국사대부금산고
대수,일반 선택,0,1,0,동국사대부금산고
인공지능 수학,진로 선택,0,1,0,동국사대부금산고
영어Ⅱ,일반 선택,0,1,0,동국사대부금산고
영미 문학 읽기,진로 선택,0,1,0,동국사대부금산고
미적분Ⅱ,진로 선택,0,1,0,동국사대부금산고
세계 문화와 영어,융합 선택,0,1,0,동국사대부금산고
현대사회와 윤리,일반 선택,0,1,0,동국사대부금산고
한국지리 탐구,진로 선택,0,1,0,동국사대부금산고
동아시아 역사 기행,진로 선택,0,1,0,동국사대부금산고
정치,진로 선택,0,1,0,동국사대부금산고
역학과 에너지,진로 선택,0,1,0,동국사대부금산고
물질과 에너지,진로 선택,0,1,0,동국사대부금산고
세포와 물질대사,진로 선택,0,1,0,동국사대부금산고
지구시스템과학,진로 선택,0,1,0,동국사대부금산고
일본어,일반 선택,0,0,1,동국사대부금산고
생태와 환경,일반 선택,0,0,1,동국사대부금산고
논리와 사고,진로 선택,0,0,1,동국사대부금산고
삶과 종교,진로 선택,0,0,1,동국사대부금산고
보건,진로 선택,0,0,1,동국사대부금산고
인간과 경제활동,융합 선택,0,0,1,동국사대부금산고
독서와 작문,일반 선택,0,0,1,동국사대부금산고
매체 의사소통,융합 선택,0,0,1,동국사대부금산고
확률과 통계,일반 선택,0,0,1,동국사대부금산고
실용 통계,융합 선택,0,0,1,동국사대부금산고
심화 영어,진로 선택,0,0,1,동국사대부금산고
심화 영어 독해와 작문,진로 선택,0,0,1,동국사대부금산고
윤리와 사상,진로 선택,0,0,1,동국사대부금산고
인문학과 윤리,진로 선택,0,0,1,동국사대부금산고
여행지리,융합 선택,0,0,1,동국사대부금산고
전자기와 양자,진로 선택,0,0,1,동국사대부금산고
화학 반응의 세계,진로 선택,0,0,1,동국사대부금산고
생물의 유전,진로 선택,0,0,1,동국사대부금산고
행성우주과학,진로 선택,0,0,1,동국사대부금산고
일본어 회화,진로 선택,0,0,1,동국사대부금산고
진로와 직업,일반 선택,0,0,1,동국사대부금산고
인간과 철학,진로 선택,0,0,1,동국사대부금산고
인간과 심리,진로 선택,0,0,1,동국사대부금산고
교육의 이해,진로 선택,0,0,1,동국사대부금산고
주제 탐구 독서,진로 선택,0,0,1,동국사대부금산고
언어생활 탐구,융합 선택,0,0,1,동국사대부금산고
수학과 문화,융합 선택,0,0,1,동국사대부금산고
수학과제 탐구,융합 선택,0,0,1,동국사대부금산고
영어 발표와 토론,진로 선택,0,0,1,동국사대부금산고
미디어 영어,융합 선택,0,0,1,동국사대부금산고
국제 관계의 이해,진로 선택,0,0,1,동국사대부금산고
사회문제 탐구,융합 선택,0,0,1,동국사대부금산고
금융과 경제생활,융합 선택,0,0,1,동국사대부금산고
윤리문제 탐구,융합 선택,0,0,1,동국사대부금산고
과학의 역사와 문화,융합 선택,0,0,1,동국사대부금산고
기후변화와 환경생태,융합 선택,0,0,1,동국사대부금산고
융합과학 탐구,융합 선택,0,0,1,동국사대부금산고
공통국어1,공통 과목,1,0,0,배영고
공통국어2,공통 과목,1,0,0,배영고
화법과 언어,일반 선택,0,1,0,배영고
독서와 작문,일반 선택,0,0,1,배영고
문학,일반 선택,0,1,0,배영고
문학과 영상,진로 선택,0,0,1,배영고
공통수학1,공통 과목,1,0,0,배영고
공통수학2,공통 과목,1,0,0,배영고
대수,일반 선택,0,1,0,배영고
미적분Ⅰ,일반 선택,0,1,0,배영고
확률과 통계,일반 선택,0,0,1,배영고
인공지능 수학,진로 선택,0,0,1,배영고
공통영어1,공통 과목,1,0,0,배영고
공통영어2,공통 과목,1,0,0,배영고
영어Ⅰ,일반 선택,0,1,0,배영고
영어Ⅱ,일반 선택,0,1,0,배영고
심화 영어,진로 선택,0,0,1,배영고
체육1,일반 선택,1,0,0,배영고
체육2,일반 선택,1,0,0,배영고
운동과 건강,진로 선택,0,1,0,배영고
스포츠 문화,진로 선택,0,1,0,배영고
스포츠 생활1,융합 선택,0,0,1,배영고
스포츠 생활2,융합 선택,0,0,1,배영고
음악,일반 선택,1,0,0,배영고
미술,일반 선택,1,0,0,배영고
음악 감상과 비평,진로 선택,0,1,0,배영고
미술과 매체,융합 선택,0,1,0,배영고
중국어,일반 선택,1,0,0,배영고
중국어 회화,진로 선택,1,0,0,배영고
한국사1,공통 과목,1,0,0,배영고
한국사2,공통 과목,1,0,0,배영고
통합사회1,공통 과목,1,0,0,배영고
통합사회2,공통 과목,1,0,0,배영고
인간과 경제활동,융합 선택,0,0,1,배영고
통합과학1,공통 과목,1,0,0,배영고
통합과학2,공통 과목,1,0,0,배영고
과학탐구실험1,공통 과목,1,0,0,배영고
과학탐구실험2,공통 과목,1,0,0,배영고
주제 탐구 독서,진로 선택,0,0,1,배영고
독서 토론과 글쓰기,융합 선택,0,0,1,배영고
미적분Ⅱ,진로 선택,0,0,1,배영고
실용 통계,융합 선택,0,0,1,배영고
매체 의사소통,융합 선택,0,0,1,배영고
언어생활 탐구,융합 선택,0,0,1,배영고
기하,진로 선택,0,0,1,배영고
경제 수학,진로 선택,0,0,1,배영고
영어 독해와 작문,일반 선택,0,0,1,배영고
미디어 영어,융합 선택,0,0,1,배영고
세계 문화와 영어,융합 선택,0,0,1,배영고
사회와 문화,일반 선택,0,1,0,배영고
현대사회와 윤리,일반 선택,0,1,0,배영고
물리학,일반 선택,0,1,0,배영고
화학,일반 선택,0,1,0,배영고
생명과학,일반 선택,0,1,0,배영고
융합과학 탐구,융합 선택,0,1,0,배영고
경제,진로 선택,0,1,0,배영고
사회문제 탐구,융합 선택,0,1,0,배영고
역학과 에너지,진로 선택,0,1,0,배영고
화학 반응의 세계,진로 선택,0,1,0,배영고
생물의 유전,진로 선택,0,1,0,배영고
과학의 역사와 문화,융합 선택,0,1,0,배영고
인문학과 윤리,진로 선택,0,0,1,배영고
금융과 경제생활,융합 선택,0,0,1,배영고
세포와 물질대사,진로 선택,0,0,1,배영고
과학의 역사와 문화,융합 선택,0,0,1,배영고
윤리문제 탐구,융합 선택,0,0,1,배영고
기후변화와 지속가능한 세계,융합 선택,0,0,1,배영고
기후변화와 환경생태,융합 선택,0,0,1,배영고
융합과학 탐구,융합 선택,0,0,1,배영고
생태와 환경,일반 선택,0,0,1,배영고
인간과 철학,진로 선택,0,0,1,배영고
논리와 사고,진로 선택,0,0,1,배영고
인간과 심리,진로 선택,0,0,1,배영고
진로와 직업,일반 선택,0,0,1,배영고
교육의 이해,진로 선택,0,0,1,배영고
삶과 종교,진로 선택,0,0,1,배영고
공통국어1,공통 과목,1,0,0,서영여고
공통국어2,공통 과목,1,0,0,서영여고
화법과 언어,일반 선택,0,1,0,서영여고
문학,일반 선택,0,1,0,서영여고
공통수학1,공통 과목,1,0,0,서영여고
공통수학2,공통 과목,1,0,0,서영여고
대수,일반 선택,0,1,0,서영여고
미적분Ⅰ,일반 선택,0,1,0,서영여고
공통영어1,공통 과목,1,0,0,서영여고
공통영어2,공통 과목,1,0,0,서영여고
영어Ⅰ,일반 선택,0,1,0,서영여고
영어Ⅱ,일반 선택,0,1,0,서영여고
